,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
4068,6314-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2016-12-05,14.95,34.76,19.81,37,369.6,0.03,30.76,359.74,8.22,395.36
4069,6315-1,2016-02-10,Roy Skaria,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,2016-02-11,2.25,3.69,1.44,22,93.26,0.05,9.42,86.34,2.5,96.33
4070,6316-1,2016-07-02,Susan Pistek,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2016-07-04,0.93,1.6,0.67,25,83.12,0.1,7.54,74.88,1.29,79.45
4071,6316-1,2015-02-03,Ionia McGrath,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-02-06,216.0,449.99,233.99,50,3385.24,0.07,40.33,3363.11,24.49,3365.62
4072,6318-1,2016-03-29,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Critical,Smiths Standard Envelopes,Technology,Medium Box,Regular Air,2016-03-30,3.52,5.68,2.16,8,263.64,0.09,29.32,236.65,1.39,248.85
4073,6319-1,2016-05-21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-05-21,2.5,5.68,3.18,8,239.6,0.08,2.19,237.61,3.6,247.03
4074,6319-1,2016-06-15,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Artisan Heavy-Duty EZD  Binder With Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2016-06-17,4.53,7.3,2.77,16,246.18,0.09,2.46,243.72,7.72,258.82
4075,6319-1,2016-05-21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 481 Labels,Technology,Medium Box,Regular Air,2016-05-21,1.94,3.08,1.14,30,33.88,0.03,1.02,32.86,0.99,33.85
4076,6319-1,2016-06-11,Erica Bern,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016-06-13,1.94,3.08,1.14,24,33.36,0.07,2.47,32.85,0.99,33.85
4077,6319-1,2016-07-27,Michelle Huthwaite,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-07-29,2.5,5.68,3.18,8,231.8,0.03,5.47,249.69,3.6,239.3
4078,6320-1,2016-02-01,Patrick Gardner,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2016-02-02,1.84,2.88,1.04,50,23.76,0.08,1.66,22.14,0.99,22.83
4079,6320-1,2016-12-18,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2016-12-19,2.31,3.78,1.47,22,134.16,0.07,9.75,135.15,0.71,152.39
4080,6320-1,2016-03-29,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-03-30,1.84,2.88,1.04,7,137.48,0.1,11.0,126.48,0.99,126.98
4081,6320-1,2016-06-03,Jind Marthon,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-06-05,0.71,1.14,0.43,10,3.42,0.1,0.34,3.08,0.7,3.78
4082,6320-1,2016-12-22,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2016-12-23,3.14,4.91,1.77,26,25.72,0.09,2.04,23.6,0.5,24.53
4083,6320-1,2016-06-03,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-06-04,0.71,1.14,0.43,34,3.42,0.06,0.34,3.08,0.7,3.78
4084,6320-1,2016-03-06,Jone Willina,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-03-07,0.71,1.14,0.43,5,3.42,0.07,0.34,3.08,0.7,3.78
4085,6320-1,2016-06-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2016-06-14,1.31,2.84,1.53,33,23.8,0.08,2.14,21.66,0.93,22.59
4086,6321-1,2016-06-02,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-06-04,1.31,2.84,1.53,29,25.56,0.07,2.04,23.52,0.93,24.45
4087,6321-1,2016-06-11,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,2016-06-12,1.31,2.84,1.53,27,25.56,0.03,2.04,23.52,0.93,24.45
4088,6321-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,Furniture,Large Box,Regular Air,2016-06-14,1.31,2.84,1.53,14,25.56,0.0,2.04,23.52,0.93,24.45
4089,6321-1,2016-04-23,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2016-04-25,19.83,30.98,11.15,40,661.3,0.04,55.92,646.05,19.51,596.55
4090,6321-1,2016-09-03,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,2016-09-05,10.07,15.98,5.91,3,479.4,0.01,38.35,444.05,4.0,445.55
4091,6321-1,2016-06-25,Cindy Chapman,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2016-06-27,1.31,2.84,1.53,42,25.56,0.01,2.04,23.52,0.93,24.45
4092,6321-1,2016-06-11,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-06-12,1.31,2.84,1.53,4,25.56,0.0,2.04,23.52,0.93,24.45
4093,6321-1,2016-06-11,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Technology,Jumbo Drum,Delivery Truck,2016-06-12,1.31,2.84,1.53,18,25.56,0.09,2.04,23.52,0.93,24.45
4094,6321-1,2016-06-11,Chuck Clark,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-06-12,1.31,2.84,1.53,27,25.56,0.07,2.04,23.52,0.93,24.45
4095,6322-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 481 Labels,Furniture,Large Box,Regular Air,2016-09-28,1.94,3.08,1.14,7,163.72,0.02,53.56,161.72,0.99,162.05
4096,6322-1,2016-06-13,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-06-15,32.02,152.48,120.46,10,1829.76,0.05,182.98,1646.78,4.0,1650.78
4097,6322-1,2015-12-08,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 481 Labels,Technology,Medium Box,Regular Air,2015-12-09,1.94,3.08,1.14,2,116.88,0.01,8.15,108.33,0.99,119.48
4098,6322-1,2016-06-25,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Colored Envelopes,Technology,Small Pack,Regular Air,2016-06-27,2.25,3.69,1.44,18,246.18,0.04,2.46,243.72,2.5,253.82
4099,6322-1,2016-06-30,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 474 Labels,Office Supplies,Small Box,Express Air,2016-07-01,1.84,2.88,1.04,50,13.86,0.09,0.0,13.86,0.99,12.45
4100,6322-1,2016-07-05,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2016-07-06,1.84,2.88,1.04,18,63.4,0.04,5.14,57.66,0.99,60.51
4101,6322-1,2016-12-09,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,2016-12-10,0.24,1.26,1.02,13,20.8,0.02,0.42,20.38,0.7,22.78
4102,6323-1,2015-01-15,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Unpadded Memo Slips,Office Supplies,Wrap Bag,Express Air,2015-01-17,2.59,3.98,1.39,19,23.32,0.03,4.69,21.89,2.97,23.94
4103,6324-1,2015-12-19,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-12-21,2.31,3.78,1.47,32,123.98,0.06,12.25,123.55,0.71,129.47
4104,6324-1,2016-01-17,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan 48 Labels,Technology,Small Box,Regular Air,2016-01-19,3.84,6.3,2.46,37,242.18,0.1,26.26,203.58,0.5,214.77
4105,6324-1,2016-02-03,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 481 Labels,Technology,Large Box,Express Air,2016-02-05,1.94,3.08,1.14,44,215.2,0.08,2.28,123.28,0.99,123.29
4106,6324-1,2015-09-16,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Binder Posts,Technology,Small Box,Regular Air,2015-09-21,3.5,5.74,2.24,17,41.62,0.09,4.63,48.07,5.01,45.65
4107,6324-1,2016-06-25,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-06-27,3.84,6.3,2.46,15,246.16,0.0,2.46,243.7,0.5,249.84
4108,6324-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-04-03,1.53,2.78,1.25,19,72.3,0.0,2.29,60.97,1.34,72.62
4109,6324-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2016-09-21,1.94,3.08,1.14,33,19.92,0.07,1.59,17.21,0.99,17.8
4110,6324-1,2017-02-07,MaryBeth Skach,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2017-02-07,2.9,4.76,1.86,15,42.44,0.0,2.48,39.64,0.88,46.24
4111,6324-1,2015-08-02,George Beck,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-08-04,1.94,3.08,1.14,14,11.28,0.0,0.79,11.08,0.99,12.95
4112,6325-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2016-04-03,1.18,1.88,0.7,41,35.2,0.06,2.52,32.78,1.49,33.19
4113,6325-1,2016-06-14,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Furniture,Small Pack,Regular Air,2016-06-16,32.02,152.48,120.46,24,5641.76,0.07,564.18,5077.58,4.0,5081.58
4114,6325-1,2016-08-02,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,PastelOcean Color Pencil Set,Office Supplies,Small Pack,Regular Air,2016-08-04,11.11,19.84,8.73,49,1007.53,0.02,60.36,926.35,4.1,938.53
4115,6325-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2016-06-20,1.76,2.94,1.18,22,67.36,0.1,3.93,63.89,0.81,63.79
4116,6325-1,2016-10-23,Lugen Donell,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2016-10-25,0.94,2.08,1.14,50,63.56,0.08,4.64,62.97,2.56,66.75
4117,6325-1,2015-01-15,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,2015-01-17,1.09,2.6,1.51,45,73.78,0.08,4.69,63.27,2.4,63.78
4118,6325-1,2016-11-20,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-11-21,0.93,1.6,0.67,34,73.82,0.03,2.37,76.29,1.29,76.28
4119,6325-1,2015-04-28,Cindy Schnelling,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2015-05-01,377.99,599.99,222.0,37,27599.54,0.1,1913.97,22661.57,24.49,2897.59
4120,6325-2,2016-06-14,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,2016-06-16,20.18,35.41,15.23,12,1062.3,0.1,84.98,977.32,1.99,979.31
4121,6325-2,2016-01-19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,2016-01-19,20.18,35.41,15.23,15,1062.3,0.01,84.98,977.32,1.99,979.31
4122,6326-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,MalayichSavi Cordless Navigator Duo,Office Supplies,Wrap Bag,Regular Air,2016-12-12,42.11,80.98,38.87,8,35.44,0.04,2.47,32.77,7.18,33.47
4123,6326-1,2016-09-20,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-09-20,0.93,1.6,0.67,50,66.06,0.09,0.55,62.36,1.29,63.26
4124,6326-1,2016-04-11,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Smiths Gold Paper Clips,Technology,Small Box,Regular Air,2016-04-12,1.82,2.98,1.16,31,83.76,0.0,4.57,75.99,1.58,7.59
4125,6326-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-10-24,1.94,3.08,1.14,15,7.92,0.03,0.63,7.29,0.99,12.25
4126,6326-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2016-04-03,21.56,36.55,14.99,29,585.56,0.1,29.27,528.75,13.89,536.52
4127,6326-1,2016-05-02,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Express Air,2016-05-03,1.18,1.88,0.7,30,25.62,0.05,2.48,23.52,1.49,24.45
4128,6326-1,2016-05-21,John Lucas,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Pack,Express Air,2016-05-22,54.29,90.48,36.19,37,1850.38,0.09,137.09,1598.64,19.99,1648.45
4129,6326-1,2016-08-24,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2016-08-25,216.0,449.99,233.99,11,4399.8,0.04,27.18,4306.56,24.49,3736.61
4130,6327-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Express Air,2016-01-14,21.56,35.94,14.38,25,4567.52,0.0,493.37,4514.69,6.66,4415.92
4131,6327-1,2016-10-11,Lie Pelle Rcce,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-10-12,1.53,2.78,1.25,40,114.31,0.03,7.72,104.09,1.34,101.48
4132,6327-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-02-05,54.29,90.48,36.19,11,2442.96,0.04,0.0,2462.96,19.99,2456.25
4133,6328-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-06-19,0.71,1.14,0.43,48,35.34,0.05,2.47,32.87,0.7,33.57
4134,6328-1,2016-03-12,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,High,OIC Thumb-Tacks,Technology,Large Box,Regular Air,2016-03-12,0.71,1.14,0.43,49,35.34,0.06,2.47,32.87,0.7,33.57
4135,6328-1,2016-06-14,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-06-15,0.71,1.14,0.43,42,35.34,0.1,2.47,32.87,0.7,33.57
4136,6328-1,2016-02-13,Michael Kennody,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2016-02-21,4.79,11.97,7.18,46,223.62,0.07,22.28,221.19,5.81,224.76
4137,6328-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-06-14,0.71,1.14,0.43,25,35.34,0.03,2.47,32.87,0.7,33.57
4138,6328-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-12-12,0.71,1.14,0.43,13,35.34,0.03,2.47,32.87,0.7,33.57
4139,6328-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,2016-06-14,0.71,1.14,0.43,10,35.34,0.01,2.47,32.87,0.7,33.57
4140,6328-1,2016-06-14,Nivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-06-19,0.71,1.14,0.43,50,35.34,0.08,2.47,32.87,0.7,33.57
4141,6328-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-12-12,0.71,1.14,0.43,6,35.34,0.09,2.47,32.87,0.7,33.57
4142,6328-1,2016-12-10,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Medium,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-12-13,0.71,1.14,0.43,50,35.84,0.08,1.47,32.77,0.7,33.57
4143,6328-1,2016-05-31,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-06-03,1.6,2.62,1.02,47,32.88,0.04,1.02,23.55,0.8,21.96
4144,6329-1,2016-01-29,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,2016-01-31,2.29,3.69,1.4,41,195.84,0.1,0.0,193.14,0.5,196.12
4145,6329-1,2014-12-04,Jennifer Jackson,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,2014-12-05,20.18,35.41,15.23,43,1705.69,0.02,39.41,1905.48,1.99,1908.95
4146,6329-1,2016-08-24,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2016-08-24,4.79,11.97,7.18,38,439.88,0.0,26.39,411.39,5.81,421.69
4147,6329-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,2016-11-12,2.26,3.58,1.32,2,126.84,0.07,6.29,125.73,5.47,126.73
4148,6329-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2016-09-16,4.46,10.89,6.43,8,434.48,0.1,7.24,410.2,4.5,414.39
4149,6330-1,2016-06-15,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2016-06-16,0.9,2.1,1.2,8,65.1,0.01,5.21,59.89,0.7,60.59
4150,6330-1,2016-05-21,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2016-05-22,3.32,5.18,1.86,40,30.84,0.04,1.02,20.86,2.04,31.96
4151,6330-1,2014-02-12,Julie Prescott,"483 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2014-02-13,54.52,100.97,46.45,47,1559.98,0.02,14.59,1597.69,7.18,1600.38
4152,6330-1,2016-02-13,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016-02-16,2.31,3.78,1.47,22,85.18,0.07,52.51,89.35,0.71,90.99
4153,6330-1,2016-06-15,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2016-06-17,0.9,2.1,1.2,32,65.1,0.1,5.21,59.89,0.7,60.59
4154,6330-1,2016-10-31,Rick Wilson,"73 MacLeay St,Potts Point",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Small Pack,Regular Air,2016-10-31,1.18,1.88,0.7,16,65.1,0.03,5.21,59.89,1.49,60.59
4155,6330-1,2016-03-22,Trowa Kalle,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Low,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,2016-03-23,0.71,1.14,0.43,49,3.18,0.08,0.04,5.08,0.7,6.58
4156,6330-1,2016-06-15,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Technology,Small Box,Regular Air,2016-06-17,0.9,2.1,1.2,7,65.1,0.04,5.21,59.89,0.7,60.59
4157,6330-1,2016-03-29,Alan Dominguez,"30 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Preferred Stainless Steal Scissors,Office Supplies,Small Box,Express Air,2016-03-31,2.5,5.68,3.18,21,239.0,0.01,2.69,236.59,3.6,223.29
4158,6330-1,2016-06-25,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,2016-06-27,0.87,1.81,0.94,12,23.8,0.04,2.14,21.66,0.75,22.59
4159,6330-1,2016-05-22,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2016-05-24,21.56,35.94,14.38,4,1099.6,0.05,0.0,1028.58,6.66,1052.37
4160,6330-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,2016-06-18,60.59,100.98,40.39,22,235.2,0.07,2.48,230.59,7.18,234.99
